id;Doc. Date;Order qty;PCS delivered;HL delivered;MACO/HL ;Postal Code;Sous groupement;Subrand;Unidade do container;Container Size;Latitude;Longitude;TTC;Litragem do container;Preco/L
3594;09/07/2020;60;60;5.112;128.5255592;13200;BRASSERIE DU DELTA;CORONA EXTRA;24;0.355;43.6768;4.6303;24.992208;8.52;2.933357746
3601;09/07/2020;70;70;4.2;195.5874479;13200;BRASSERIE DU DELTA;LEFFE RUBY;1;6;43.6768;4.6303;22.774752;6;3.795792
3602;09/07/2020;10;10;0.6;224.5997572;13200;BRASSERIE DU DELTA;LEFFE ROYALE;1;6;43.6768;4.6303;22.774752;6;3.795792
3607;09/07/2020;70;70;4.2;140.097307;13200;BRASSERIE DU DELTA;HOEGAARDEN WHITE;1;6;43.6768;4.6303;16.2896832;6;2.7149472
3609;09/07/2020;10;10;0.6;208.8988426;13200;BRASSERIE DU DELTA;LEFFE AMBREE;1;6;43.6768;4.6303;22.4016912;6;3.7336152
3610;09/07/2020;10;10;0.792;186.9042007;13200;BRASSERIE DU DELTA;TRIPLE KARMELIET;24;0.33;43.6768;4.6303;28.4544;7.92;3.592727273
3611;09/07/2020;10;10;0.792;118.1400003;13200;BRASSERIE DU DELTA;KWAK;24;0.33;43.6768;4.6303;24.7392;7.92;3.123636364
70647;13/10/2020;140;140;8.4;127.984305;51430;GEDIS NORD EST;BUD;1;6;49.2234;3.9889;15.892812;6;2.648802
3619;09/07/2020;140;140;8.4;167.1285306;39570;SA  JURA BOISSONS;HOEGAARDEN ROSEE;1;6;46.6501;5.4404;19.09908;6;3.18318
3620;09/07/2020;140;140;8.4;140.097307;39570;SA  JURA BOISSONS;HOEGAARDEN WHITE;1;6;46.6501;5.4404;16.2896832;6;2.7149472
3622;09/07/2020;280;280;16.8;150.689825;39570;SA  JURA BOISSONS;LEFFE BLONDE;1;6;46.6501;5.4404;17.5390992;6;2.9231832
3624;09/07/2020;10;10;0.792;170.7547101;39570;SA  JURA BOISSONS;LEFFE RUBY;24;0.33;46.6501;5.4404;24.7854096;7.92;3.129470909
3626;09/07/2020;420;420;25.2;150.689825;7170;BOISSONS SOFABO SA;LEFFE BLONDE;1;6;44.501;4.4841;17.5390992;6;2.9231832
3627;09/07/2020;30;30;2.376;158.768787;7170;BOISSONS SOFABO SA;HOEGAARDEN WHITE;24;0.33;44.501;4.4841;21.2583168;7.92;2.684130909
3628;09/07/2020;140;140;8.4;140.097307;7170;BOISSONS SOFABO SA;HOEGAARDEN WHITE;1;6;44.501;4.4841;16.2896832;6;2.7149472
3630;09/07/2020;30;30;1.8;167.1285306;7170;BOISSONS SOFABO SA;HOEGAARDEN ROSEE;1;6;44.501;4.4841;19.09908;6;3.18318
3631;09/07/2020;60;60;4.752;171.6145753;7170;BOISSONS SOFABO SA;LEFFE BLONDE;24;0.33;44.501;4.4841;23.319072;7.92;2.944327273
3633;09/07/2020;30;30;1.8;195.5874479;7170;BOISSONS SOFABO SA;LEFFE RUBY;1;6;44.501;4.4841;22.774752;6;3.795792
3635;09/07/2020;40;40;2.4;137.8512671;7170;BOISSONS SOFABO SA;LEFFE LA LEGERE;1;6;44.501;4.4841;16.2462672;6;2.7077112
3646;09/07/2020;140;140;8.4;150.689825;31290;CROUZIL FRERES;LEFFE BLONDE;1;6;43.4358;1.6628;17.5390992;6;2.9231832
3662;09/07/2020;70;70;4.2;167.1285306;73100;RAD;HOEGAARDEN ROSEE;1;6;45.7309;6.0053;19.09908;6;3.18318
3664;09/07/2020;70;70;4.2;140.097307;73100;RAD;HOEGAARDEN WHITE;1;6;45.7309;6.0053;16.2896832;6;2.7149472
3670;09/07/2020;70;70;4.2;137.8512671;73100;RAD;LEFFE LA LEGERE;1;6;45.7309;6.0053;16.2462672;6;2.7077112
3672;09/07/2020;70;70;4.2;211.631664;73100;RAD;LEFFE ROYALE;1;6;45.7309;6.0053;22.774752;6;3.795792
3673;09/07/2020;30;30;1.8;217.4492633;73100;RAD;LEFFE RITUEL 9;1;6;45.7309;6.0053;22.774752;6;3.795792
3674;09/07/2020;30;30;1.8;208.8988426;73100;RAD;LEFFE AMBREE;1;6;45.7309;6.0053;22.4016912;6;3.7336152
3675;09/07/2020;70;70;4.2;195.5874479;73100;RAD;LEFFE RUBY;1;6;45.7309;6.0053;22.774752;6;3.795792
3693;09/07/2020;1;60;4.752;171.6145753;79000;LA ROCHELLE BOISSONS;LEFFE BLONDE;24;0.33;46.3728;-0.4721;23.628672;7.92;2.983418182
3695;09/07/2020;2;140;8.4;140.097307;79000;LA ROCHELLE BOISSONS;HOEGAARDEN WHITE;1;6;46.3728;-0.4721;16.6196448;6;2.7699408
3699;09/07/2020;1;60;4.752;158.768787;79000;LA ROCHELLE BOISSONS;HOEGAARDEN WHITE;24;0.33;46.3728;-0.4721;21.5405568;7.92;2.719767273
3706;09/07/2020;40;40;3.168;170.7547101;79000;LA ROCHELLE BOISSONS;LEFFE RUBY;24;0.33;46.3728;-0.4721;25.0098912;7.92;3.157814545
23184;12/10/2020;10;10;0.6;127.984305;29260;COZIGOU  ;BUD;1;6;48.5333;-4.3167;15.7747752;6;2.6291292
3712;09/07/2020;700;700;42;150.689825;79000;LA ROCHELLE BOISSONS;LEFFE BLONDE;1;6;46.3728;-0.4721;17.8943688;6;2.9823948
3715;09/07/2020;1.82;1.82;0.1092;150.689825;62500;SODIBOISSONS;LEFFE BLONDE;1;6;50.7518;2.2405;17.5390992;6;2.9231832
3716;09/07/2020;26;1820;109.2;150.689825;35600;BARRE;LEFFE BLONDE;1;6;47.65;-2.0833;17.5390992;6;2.9231832
3721;09/07/2020;140;140;8.4;150.689825;12000;MESPOULET;LEFFE BLONDE;1;6;44.3601;2.5051;17.5390992;6;2.9231832
3725;09/07/2020;20;20;1.2;167.1285306;12000;MESPOULET;HOEGAARDEN ROSEE;1;6;44.3601;2.5051;19.09908;6;3.18318
3726;09/07/2020;20;20;1.584;171.6145753;87000;MESPOULET;LEFFE BLONDE;24;0.33;45.8315;1.2578;23.319072;7.92;2.944327273
3727;09/07/2020;10;10;0.792;170.7547101;87000;MESPOULET;LEFFE RUBY;24;0.33;45.8315;1.2578;24.7854096;7.92;3.129470909
3737;09/07/2020;10;10;0.6;147.3794093;87000;MESPOULET;LEFFE BRUNE;1;6;45.8315;1.2578;18.673704;6;3.112284
3738;09/07/2020;50;50;3;140.097307;87000;MESPOULET;HOEGAARDEN WHITE;1;6;45.8315;1.2578;16.2896832;6;2.7149472
3741;09/07/2020;20;20;1.2;128.264406;87000;MESPOULET;KWAK;1;6;45.8315;1.2578;18.0936;6;3.0156
3742;09/07/2020;140;140;8.4;150.689825;87000;MESPOULET;LEFFE BLONDE;1;6;45.8315;1.2578;17.5390992;6;2.9231832
3743;09/07/2020;70;70;4.2;167.1285306;87000;MESPOULET;HOEGAARDEN ROSEE;1;6;45.8315;1.2578;19.09908;6;3.18318
3745;09/07/2020;120;120;7.2;195.5874479;87000;MESPOULET;LEFFE RUBY;1;6;45.8315;1.2578;22.774752;6;3.795792
3750;09/07/2020;140;140;8.4;150.689825;16160;LA ROCHELLE BOISSONS;LEFFE BLONDE;1;6;45.6833;0.1667;17.8943688;6;2.9823948
3754;09/07/2020;70;70;4.2;167.1285306;16160;LA ROCHELLE BOISSONS;HOEGAARDEN ROSEE;1;6;45.6833;0.1667;19.266984;6;3.211164
3759;09/07/2020;140;140;8.4;137.8512671;39500;STE D'EXP RAVONNEAUX;LEFFE LA LEGERE;1;6;47.069;5.3713;17.3664;6;2.8944
3762;09/07/2020;30;30;2.556;128.5255592;39500;STE D'EXP RAVONNEAUX;CORONA EXTRA;24;0.355;47.069;5.3713;33.408;8.52;3.921126761
23232;12/10/2020;72;72;5.7024;102.054025;13200;BRASSERIE DU DELTA;BUD;24;0.33;43.6768;4.6303;22.943808;7.92;2.896945455
3764;09/07/2020;70;70;4.2;128.264406;39500;STE D'EXP RAVONNEAUX;KWAK;1;6;47.069;5.3713;18.0936;6;3.0156
3765;09/07/2020;30;30;1.8;217.4492633;39500;STE D'EXP RAVONNEAUX;LEFFE RITUEL 9;1;6;47.069;5.3713;25.0272;6;4.1712
3766;09/07/2020;20;20;1.2;211.631664;39500;STE D'EXP RAVONNEAUX;LEFFE ROYALE;1;6;47.069;5.3713;25.0272;6;4.1712
3767;09/07/2020;70;70;4.2;195.5874479;39500;STE D'EXP RAVONNEAUX;LEFFE RUBY;1;6;47.069;5.3713;25.0272;6;4.1712
3768;09/07/2020;20;20;1.2;147.3794093;39500;STE D'EXP RAVONNEAUX;LEFFE BRUNE;1;6;47.069;5.3713;19.908;6;3.318
3772;09/07/2020;1;70;4.2;140.097307;83630;OLIVIER FRERES;HOEGAARDEN WHITE;1;6;43.733;6.1765;16.2896832;6;2.7149472
3775;09/07/2020;1;70;4.2;195.5874479;34350;BOISSONS DISTRIBUTION;LEFFE RUBY;1;6;43.2698;3.2234;22.774752;6;3.795792
3777;09/07/2020;1;70;4.2;140.097307;34350;BOISSONS DISTRIBUTION;HOEGAARDEN WHITE;1;6;43.2698;3.2234;16.2896832;6;2.7149472
3779;09/07/2020;2;140;8.4;150.689825;34350;BOISSONS DISTRIBUTION;LEFFE BLONDE;1;6;43.2698;3.2234;17.5390992;6;2.9231832
3788;09/07/2020;120;120;9.504;171.6145753;6800;MONTANER;LEFFE BLONDE;24;0.33;43.6646;7.1534;23.628672;7.92;2.983418182
3790;09/07/2020;140;140;8.4;150.689825;6800;MONTANER;LEFFE BLONDE;1;6;43.6646;7.1534;17.8943688;6;2.9823948
3793;09/07/2020;70;70;4.2;140.097307;59193;VANDENDRIESSCHE;HOEGAARDEN WHITE;1;6;50.676;2.8451;16.2896832;6;2.7149472
3794;09/07/2020;70;70;4.2;167.1285306;59193;VANDENDRIESSCHE;HOEGAARDEN ROSEE;1;6;50.676;2.8451;19.09908;6;3.18318
3795;09/07/2020;20;20;1.2;211.631664;59193;VANDENDRIESSCHE;LEFFE ROYALE;1;6;50.676;2.8451;22.774752;6;3.795792
3796;09/07/2020;140;140;8.4;150.689825;59193;VANDENDRIESSCHE;LEFFE BLONDE;1;6;50.676;2.8451;17.5390992;6;2.9231832
3802;09/07/2020;120;120;9.504;186.9042007;59193;VANDENDRIESSCHE;TRIPLE KARMELIET;24;0.33;50.676;2.8451;28.4544;7.92;3.592727273
3803;09/07/2020;120;120;9.504;171.6145753;59193;VANDENDRIESSCHE;LEFFE BLONDE;24;0.33;50.676;2.8451;23.319072;7.92;2.944327273
3810;09/07/2020;1;70;4.2;195.5874479;24430;LE BIHAN;LEFFE RUBY;1;6;45.1642;0.5719;22.774752;6;3.795792
3813;09/07/2020;140;140;8.4;128.264406;79240;SCOB;KWAK;1;6;46.6;-0.5582;18.0936;6;3.0156
3814;09/07/2020;140;140;8.4;208.8988426;79240;SCOB;LEFFE AMBREE;1;6;46.6;-0.5582;22.4016912;6;3.7336152
3817;09/07/2020;420;420;25.2;140.097307;79240;SCOB;HOEGAARDEN WHITE;1;6;46.6;-0.5582;16.2896832;6;2.7149472
3820;09/07/2020;1.82;1.82;0.1092;150.689825;79240;SCOB;LEFFE BLONDE;1;6;46.6;-0.5582;17.5390992;6;2.9231832
3824;09/07/2020;140;140;8.4;195.3340351;79240;SCOB;TRIPLE KARMELIET;1;6;46.6;-0.5582;21.996;6;3.666
3825;09/07/2020;140;140;8.4;186.7078982;79240;SCOB;GOOSE;1;6;46.6;-0.5582;22.6512;6;3.7752
3827;09/07/2020;280;280;16.8;195.5874479;79240;SCOB;LEFFE RUBY;1;6;46.6;-0.5582;22.774752;6;3.795792
3828;09/07/2020;70;70;4.2;147.3794093;79240;SCOB;LEFFE BRUNE;1;6;46.6;-0.5582;18.673704;6;3.112284
3829;09/07/2020;70;70;4.2;208.8988426;79240;SCOB;LEFFE AMBREE;1;6;46.6;-0.5582;22.4016912;6;3.7336152
23157;10/10/2020;10;10;0.6;127.984305;6340;Maistre (Drap);BUD;1;6;43.7586;7.3188;16.272216;6;2.712036
3838;09/07/2020;280;280;16.8;140.097307;2500;B.B.C.D. (Hirson);HOEGAARDEN WHITE;1;6;49.827;4.2107;16.6196448;6;2.7699408
3841;09/07/2020;210;210;12.6;167.1285306;2500;B.B.C.D. (Hirson);HOEGAARDEN ROSEE;1;6;49.827;4.2107;19.266984;6;3.211164
3851;09/07/2020;1;70;4.2;140.097307;73460;LE GRAND ARC;HOEGAARDEN WHITE;1;6;45.5856;6.3045;17.3664;6;2.8944
3852;09/07/2020;1;70;4.2;150.689825;73460;LE GRAND ARC;LEFFE BLONDE;1;6;45.5856;6.3045;18.6984;6;3.1164
3853;09/07/2020;1;70;4.2;137.8512671;73460;LE GRAND ARC;LEFFE LA LEGERE;1;6;45.5856;6.3045;17.3664;6;2.8944
3854;09/07/2020;1;70;4.2;128.264406;73460;LE GRAND ARC;KWAK;1;6;45.5856;6.3045;18.0936;6;3.0156
3855;09/07/2020;1;70;4.2;195.3340351;73460;LE GRAND ARC;TRIPLE KARMELIET;1;6;45.5856;6.3045;21.996;6;3.666
23044;09/10/2020;70;70;4.2;127.984305;2500;B.B.C.D. (Hirson);BUD;1;6;49.827;4.2107;16.272216;6;2.712036
3859;09/07/2020;1;60;5.112;128.5255592;73460;LE GRAND ARC;CORONA EXTRA;24;0.355;45.5856;6.3045;33.408;8.52;3.921126761
3861;09/07/2020;30;30;2.376;118.1400003;33750;France BOISSONS;KWAK;24;0.33;44.85;-0.2833;24.7392;7.92;3.123636364
3864;09/07/2020;1;60;4.752;171.6145753;33750;France BOISSONS;LEFFE BLONDE;24;0.33;44.85;-0.2833;23.950656;7.92;3.024072727
3867;09/07/2020;1;60;5.112;128.5255592;33750;France BOISSONS;CORONA EXTRA;24;0.355;44.85;-0.2833;29.981808;8.52;3.518991549
3874;09/07/2020;70;70;4.2;128.264406;31400;SOBCAL;KWAK;1;6;43.6043;1.4437;18.0936;6;3.0156
3875;09/07/2020;2;140;8.4;150.689825;31400;SOBCAL;LEFFE BLONDE;1;6;43.6043;1.4437;17.5390992;6;2.9231832
3876;09/07/2020;70;70;4.2;195.3340351;31400;SOBCAL;TRIPLE KARMELIET;1;6;43.6043;1.4437;21.996;6;3.666
3881;09/07/2020;20;20;1.2;186.7078982;31400;SOBCAL;GOOSE;1;6;43.6043;1.4437;22.6512;6;3.7752
3895;09/07/2020;10;10;0.6;224.5997572;31400;SOBCAL;LEFFE ROYALE;1;6;43.6043;1.4437;22.774752;6;3.795792
3901;09/07/2020;3;210;12.6;150.689825;31400;SOBCAL;LEFFE BLONDE;1;6;43.6043;1.4437;17.5390992;6;2.9231832
23066;09/10/2020;20;20;1.2;127.984305;85700;VINS REMY LIBOUREAU;BUD;1;6;46.8354;-0.7778;15.7747752;6;2.6291292
3908;09/07/2020;1;70;4.2;150.689825;34770;France BOISSONS;LEFFE BLONDE;1;6;43.5003;3.7117;18.137448;6;3.022908
3909;09/07/2020;20;20;1.2;140.097307;34770;France BOISSONS;HOEGAARDEN WHITE;1;6;43.5003;3.7117;16.845408;6;2.807568
3915;09/07/2020;3;210;12.6;195.5874479;71100;SOREDIS;LEFFE RUBY;1;6;46.7633;4.8393;22.774752;6;3.795792
3917;09/07/2020;1;70;4.2;128.264406;71100;SOREDIS;KWAK;1;6;46.7633;4.8393;18.0936;6;3.0156
3918;09/07/2020;2;140;8.4;167.1285306;71100;SOREDIS;HOEGAARDEN ROSEE;1;6;46.7633;4.8393;19.09908;6;3.18318
3919;09/07/2020;10;700;42;150.689825;71100;SOREDIS;LEFFE BLONDE;1;6;46.7633;4.8393;17.5390992;6;2.9231832
3922;09/07/2020;2;140;8.4;140.097307;71100;SOREDIS;HOEGAARDEN WHITE;1;6;46.7633;4.8393;16.2896832;6;2.7149472
3933;09/07/2020;1;70;4.2;140.097307;89270;COURTOIS BOURGOGNE BOISSONS;HOEGAARDEN WHITE;1;6;47.6668;3.8206;16.2896832;6;2.7149472
3934;09/07/2020;2;140;8.4;150.689825;89270;COURTOIS BOURGOGNE BOISSONS;LEFFE BLONDE;1;6;47.6668;3.8206;17.5390992;6;2.9231832
3935;09/07/2020;20;20;1.2;147.3794093;89270;COURTOIS BOURGOGNE BOISSONS;LEFFE BRUNE;1;6;47.6668;3.8206;18.673704;6;3.112284
3936;09/07/2020;20;20;1.2;217.4492633;89270;COURTOIS BOURGOGNE BOISSONS;LEFFE RITUEL 9;1;6;47.6668;3.8206;22.774752;6;3.795792
3941;09/07/2020;20;20;1.704;143.8441648;89270;COURTOIS BOURGOGNE BOISSONS;CORONA EXTRA;24;0.355;47.6668;3.8206;24.955776;8.52;2.92908169
3955;09/07/2020;20;20;1.2;217.4492633;41600;EURL BREGENT;LEFFE RITUEL 9;1;6;47.6089;2.1729;22.774752;6;3.795792
3956;09/07/2020;2;140;8.4;195.5874479;41600;EURL BREGENT;LEFFE RUBY;1;6;47.6089;2.1729;22.774752;6;3.795792
3957;09/07/2020;20;20;1.2;140.097307;49124;France BOISSONS;HOEGAARDEN WHITE;1;6;47.4988;-0.4302;16.845408;6;2.807568
3958;09/07/2020;1;70;4.2;150.689825;49124;France BOISSONS;LEFFE BLONDE;1;6;47.4988;-0.4302;18.137448;6;3.022908
3962;09/07/2020;1;60;5.112;128.5255592;49124;France BOISSONS;CORONA EXTRA;24;0.355;47.4988;-0.4302;29.981808;8.52;3.518991549
3963;09/07/2020;30;30;2.376;118.1400003;49124;France BOISSONS;KWAK;24;0.33;47.4988;-0.4302;24.7392;7.92;3.123636364
3967;09/07/2020;10;10;0.6;224.5997572;77500;GROUPE ROUQUETTE;LEFFE ROYALE;1;6;48.8811;2.5929;22.9749696;6;3.8291616
3968;09/07/2020;2;140;8.4;150.689825;77500;GROUPE ROUQUETTE;LEFFE BLONDE;1;6;48.8811;2.5929;17.8943688;6;2.9823948
3970;09/07/2020;1;60;5.112;128.5255592;77500;GROUPE ROUQUETTE;CORONA EXTRA;24;0.355;48.8811;2.5929;26.3094624;8.52;3.08796507
3974;09/07/2020;85;85;5.1;195.5874479;77500;GROUPE ROUQUETTE;LEFFE RUBY;1;6;48.8811;2.5929;22.9749696;6;3.8291616
23093;09/10/2020;70;70;4.2;127.984305;73100;RAD;BUD;1;6;45.7309;6.0053;15.7747752;6;2.6291292
3976;09/07/2020;10;10;0.792;186.9042007;77500;GROUPE ROUQUETTE;TRIPLE KARMELIET;24;0.33;48.8811;2.5929;28.3974912;7.92;3.585541818
3979;09/07/2020;10;10;0.792;158.768787;77500;GROUPE ROUQUETTE;HOEGAARDEN WHITE;24;0.33;48.8811;2.5929;21.5405568;7.92;2.719767273
3985;09/07/2020;20;20;1.2;147.3794093;16200;LE BIHAN;LEFFE BRUNE;1;6;45.7;-0.2167;18.673704;6;3.112284
3988;09/07/2020;20;20;1.2;224.5997572;16200;LE BIHAN;LEFFE ROYALE;1;6;45.7;-0.2167;22.774752;6;3.795792
3989;09/07/2020;30;30;1.8;167.1285306;16200;LE BIHAN;HOEGAARDEN ROSEE;1;6;45.7;-0.2167;19.09908;6;3.18318
3991;09/07/2020;10;10;0.6;217.4492633;16200;LE BIHAN;LEFFE RITUEL 9;1;6;45.7;-0.2167;22.774752;6;3.795792
3992;09/07/2020;140;140;8.4;150.689825;16200;LE BIHAN;LEFFE BLONDE;1;6;45.7;-0.2167;17.5390992;6;2.9231832
3994;09/07/2020;70;70;4.2;195.3340351;16200;LE BIHAN;TRIPLE KARMELIET;1;6;45.7;-0.2167;21.996;6;3.666
4005;09/07/2020;70;70;4.2;128.264406;16200;LE BIHAN;KWAK;1;6;45.7;-0.2167;18.0936;6;3.0156
23112;09/10/2020;12;12;0.9504;102.054025;35530;France BOISSONS;BUD;24;0.33;48.1211;-1.4597;24.4913472;7.92;3.092341818
4008;09/07/2020;1;60;5.112;128.5255592;16200;LE BIHAN;CORONA EXTRA;24;0.355;45.7;-0.2167;24.992208;8.52;2.933357746
4016;09/07/2020;1;70;4.2;140.097307;63670;AUDEBERT BOISSONS;HOEGAARDEN WHITE;1;6;45.7035;3.1681;16.2896832;6;2.7149472
4019;09/07/2020;3;180;14.256;171.6145753;63670;AUDEBERT BOISSONS;LEFFE BLONDE;24;0.33;45.7035;3.1681;23.319072;7.92;2.944327273
4020;09/07/2020;1;60;4.752;158.768787;63670;AUDEBERT BOISSONS;HOEGAARDEN WHITE;24;0.33;45.7035;3.1681;21.2583168;7.92;2.684130909
23145;09/10/2020;10;10;0.6;127.984305;29700;COZIGOU  ;BUD;1;6;47.9333;-4.15;15.7747752;6;2.6291292
4022;09/07/2020;1;60;5.112;128.5255592;63670;AUDEBERT BOISSONS;CORONA EXTRA;24;0.355;45.7035;3.1681;24.992208;8.52;2.933357746
4023;09/07/2020;30;30;1.8;224.5997572;14123;France BOISSONS;LEFFE ROYALE;1;6;49.14;-0.349;24.1011936;6;4.0168656
4025;09/07/2020;1;60;4.752;158.768787;14123;France BOISSONS;HOEGAARDEN WHITE;24;0.33;49.14;-0.349;21.8340864;7.92;2.756829091
4028;09/07/2020;1;60;4.752;171.6145753;14123;France BOISSONS;LEFFE BLONDE;24;0.33;49.14;-0.349;23.950656;7.92;3.024072727
4029;09/07/2020;1;70;4.2;195.5874479;14123;France BOISSONS;LEFFE RUBY;1;6;49.14;-0.349;24.1011936;6;4.0168656
4030;09/07/2020;10;10;0.792;186.9042007;14123;France BOISSONS;TRIPLE KARMELIET;24;0.33;49.14;-0.349;28.4544;7.92;3.592727273
4034;09/07/2020;2;120;10.224;128.5255592;94380;France BOISSONS;CORONA EXTRA;24;0.355;48.7695;2.4793;29.981808;8.52;3.518991549
4039;09/07/2020;5;5;0.213;135.3028149;94380;France BOISSONS;GOOSE;12;0.355;48.7695;2.4793;18.7056;4.26;4.390985915
4042;09/07/2020;10;10;0.6;147.3794093;7100;ANNONAY BOISSONS;LEFFE BRUNE;1;6;45.2397;4.6707;19.051956;6;3.175326
4043;09/07/2020;10;10;0.6;224.5997572;7100;ANNONAY BOISSONS;LEFFE ROYALE;1;6;45.2397;4.6707;22.9749696;6;3.8291616
22901;08/10/2020;20;20;1.2;127.984305;26000;MONTANER;BUD;1;6;44.9333;4.9;16.272216;6;2.712036
4047;09/07/2020;2;140;8.4;140.097307;7100;ANNONAY BOISSONS;HOEGAARDEN WHITE;1;6;45.2397;4.6707;16.6196448;6;2.7699408
4052;09/07/2020;1;70;4.2;195.3340351;7100;ANNONAY BOISSONS;TRIPLE KARMELIET;1;6;45.2397;4.6707;21.952008;6;3.658668
22950;08/10/2020;70;70;4.2;127.984305;83630;OLIVIER FRERES;BUD;1;6;43.733;6.1765;15.7747752;6;2.6291292
4058;09/07/2020;1;70;4.2;195.5874479;72200;Sarthe Anjou Boissons;LEFFE RUBY;1;6;47.6982;-0.0755;22.9749696;6;3.8291616
4059;09/07/2020;2;140;8.4;150.689825;72200;Sarthe Anjou Boissons;LEFFE BLONDE;1;6;47.6982;-0.0755;17.8943688;6;2.9823948
4060;09/07/2020;10;10;0.6;167.1285306;72200;Sarthe Anjou Boissons;HOEGAARDEN ROSEE;1;6;47.6982;-0.0755;19.266984;6;3.211164
4064;09/07/2020;20;20;1.584;118.1400003;72200;Sarthe Anjou Boissons;KWAK;24;0.33;47.6982;-0.0755;24.6897216;7.92;3.117389091
4070;09/07/2020;140;140;8.4;150.689825;17320;LA ROCHELLE BOISSONS;LEFFE BLONDE;1;6;45.8;-1.0333;17.8943688;6;2.9823948
4075;09/07/2020;1.82;1.82;0.1092;150.689825;2500;B.B.C.D. (Hirson);LEFFE BLONDE;1;6;49.827;4.2107;17.8943688;6;2.9823948
4079;09/07/2020;70;70;4.2;167.1285306;16100;GIE SELECTOR;HOEGAARDEN ROSEE;1;6;45.7167;-0.3;19.266984;6;3.211164
4080;09/07/2020;70;70;4.2;128.264406;16100;GIE SELECTOR;KWAK;1;6;45.7167;-0.3;18.0574128;6;3.0095688
4081;09/07/2020;280;280;16.8;150.689825;16100;GIE SELECTOR;LEFFE BLONDE;1;6;45.7167;-0.3;17.8943688;6;2.9823948
4082;09/07/2020;70;70;4.2;195.5874479;16100;GIE SELECTOR;LEFFE RUBY;1;6;45.7167;-0.3;22.9749696;6;3.8291616
4090;09/07/2020;70;70;4.2;195.5874479;43000;UDIVEL;LEFFE RUBY;1;6;45.0503;3.882;22.9749696;6;3.8291616
4092;09/07/2020;20;20;1.2;128.264406;43000;UDIVEL;KWAK;1;6;45.0503;3.882;18.0574128;6;3.0095688
23001;08/10/2020;70;70;4.2;127.984305;39570;SA  JURA BOISSONS;BUD;1;6;46.6501;5.4404;15.7747752;6;2.6291292
4097;09/07/2020;210;210;12.6;150.689825;43000;UDIVEL;LEFFE BLONDE;1;6;45.0503;3.882;17.8943688;6;2.9823948
4098;09/07/2020;20;20;1.704;128.5255592;43000;UDIVEL;CORONA EXTRA;24;0.355;45.0503;3.882;26.3094624;8.52;3.08796507
4099;09/07/2020;60;60;4.752;171.6145753;43000;UDIVEL;LEFFE BLONDE;24;0.33;45.0503;3.882;23.628672;7.92;2.983418182
4100;09/07/2020;140;140;8.4;140.097307;43000;UDIVEL;HOEGAARDEN WHITE;1;6;45.0503;3.882;16.6196448;6;2.7699408
4101;09/07/2020;70;70;4.2;186.7078982;39570;SA  JURA BOISSONS;GOOSE;1;6;46.6501;5.4404;22.6512;6;3.7752
4102;09/07/2020;70;70;4.2;128.264406;39570;SA  JURA BOISSONS;KWAK;1;6;46.6501;5.4404;18.0936;6;3.0156
4104;09/07/2020;70;70;4.2;167.1285306;39570;SA  JURA BOISSONS;HOEGAARDEN ROSEE;1;6;46.6501;5.4404;19.09908;6;3.18318
4108;09/07/2020;70;70;4.2;211.631664;39570;SA  JURA BOISSONS;LEFFE ROYALE;1;6;46.6501;5.4404;22.774752;6;3.795792
4109;09/07/2020;70;70;4.2;208.8988426;39570;SA  JURA BOISSONS;LEFFE AMBREE;1;6;46.6501;5.4404;22.4016912;6;3.7336152
4110;09/07/2020;70;70;4.2;137.8512671;39570;SA  JURA BOISSONS;LEFFE LA LEGERE;1;6;46.6501;5.4404;16.2462672;6;2.7077112
4111;09/07/2020;20;20;1.2;224.5997572;39570;SA  JURA BOISSONS;LEFFE ROYALE;1;6;46.6501;5.4404;22.774752;6;3.795792
4112;09/07/2020;70;70;4.2;195.5874479;39570;SA  JURA BOISSONS;LEFFE RUBY;1;6;46.6501;5.4404;22.774752;6;3.795792
4120;09/07/2020;840;840;50.4;150.689825;39570;SA  JURA BOISSONS;LEFFE BLONDE;1;6;46.6501;5.4404;17.5390992;6;2.9231832
4122;09/07/2020;70;70;4.2;167.1285306;39570;SA  JURA BOISSONS;HOEGAARDEN ROSEE;1;6;46.6501;5.4404;19.09908;6;3.18318
4123;09/07/2020;280;280;16.8;140.097307;39570;SA  JURA BOISSONS;HOEGAARDEN WHITE;1;6;46.6501;5.4404;16.2896832;6;2.7149472
4129;09/07/2020;1;70;4.2;195.5874479;53000;OUEST BOISSONS;LEFFE RUBY;1;6;48.0667;-0.7667;25.0272;6;4.1712
4148;10/07/2020;140;140;8.4;140.097307;26000;MONTANER;HOEGAARDEN WHITE;1;6;44.9333;4.9;16.6196448;6;2.7699408
4154;10/07/2020;20;20;1.2;195.5874479;26000;MONTANER;LEFFE RUBY;1;6;44.9333;4.9;22.9749696;6;3.8291616
4156;10/07/2020;30;30;2.376;186.9042007;26000;MONTANER;TRIPLE KARMELIET;24;0.33;44.9333;4.9;28.3974912;7.92;3.585541818
4172;10/07/2020;2;140;8.4;140.097307;56500;COZIGOU  ;HOEGAARDEN WHITE;1;6;47.8546;-2.8348;16.2896832;6;2.7149472
4173;10/07/2020;1;70;4.2;167.1285306;56500;COZIGOU  ;HOEGAARDEN ROSEE;1;6;47.8546;-2.8348;19.09908;6;3.18318
